id;product_id;quantity_available;cost_price;created_at;updated_at
efe76112-913f-4a97-8cd5-7f84aca50e46;f0e3db1e-2159-4bad-b3a7-380060897a43;12;4041.29;2026-05-18 09:08:00.698848+00;2026-05-18 09:08:00.698848+00
5714c5b2-3c73-4772-b625-b01f305f0c92;222e8125-9e0a-4526-8f5a-9df70f14cbe4;4;1036.53;2026-03-17 09:27:29.088526+00;2026-04-09 15:31:43.574443+00
7fe1e375-ef19-4c54-b32d-b1e56049f98d;688f9e17-156b-4c9a-adeb-1b631d4d9da0;3;26587.4;2026-05-19 08:20:06.685666+00;2026-05-19 08:20:06.685666+00
cfb6e618-d6a5-4505-b841-a00f861f3477;affbd714-e9c5-4090-adfc-154cfca159d4;1;16000;2026-04-21 11:56:10.255077+00;2026-04-21 11:56:10.255077+00
9043643f-1c61-4b72-bf2d-84d9d7ef9a80;60152956-71df-4c02-bc1a-275823d6ed21;6;24460.41;2026-05-19 08:42:32.155363+00;2026-05-19 08:42:32.155363+00
0d0ed33a-71fb-40da-a301-d4666e256d10;6819dc40-ca7f-4d5c-9543-71ed1d454b5b;2;101032.14;2026-05-19 09:08:37.202337+00;2026-05-19 09:08:37.202337+00
4f69d752-9111-471c-8d0d-cf9f906cb62b;7390b1e9-09f3-4cb0-b007-ea71c2493530;2;2126.99;2026-05-19 15:59:37.675006+00;2026-05-19 15:59:37.675006+00
1e696a86-6e81-45dc-9f15-23d6ca0f0ecc;252339ad-97d4-43e8-83ab-988533447ea7;6;8680.73;2026-04-21 13:44:24.626107+00;2026-04-23 08:25:45.885175+00
e5612f5f-9e60-45cd-9dfd-3b2d980e55a1;186b1444-56c5-4812-8702-558699bb814a;1;25531.57;2026-04-21 14:53:04.192348+00;2026-04-23 08:27:15.937053+00
68bfa450-c4a1-41a0-a1fe-7de3e8546c13;64176456-6b9f-43e9-9240-d89ff1885e05;3;17872.1;2026-04-21 13:32:15.70357+00;2026-04-23 08:31:05.723611+00
aa5da8dd-14ed-4c9f-b316-bc601eac4e8b;04b542f5-f1c5-4421-877a-5ce1ee46cb35;2;7263.34;2026-02-12 16:10:02.941897+00;2026-05-21 13:01:55.026739+00
89f19d8e-baa9-4331-be11-58c8324c1d5f;2a877498-815d-4d25-8edc-1ad817369973;0;2350;2026-02-12 14:11:16.258355+00;2026-05-21 13:04:20.652699+00
96c4b145-0ef9-458b-bb03-814d6b040cb5;f3dc3258-91dc-40e6-b185-3959de4927a1;1;21000.00;2026-02-16 09:50:17.140619+00;2026-05-21 13:07:15.202716+00
e397b341-fc55-4577-9bdc-32e9529569ac;1e9892c4-4f41-4388-af88-823ee2bad3a0;2;7659.47;2026-04-21 15:00:13.010443+00;2026-05-21 14:10:05.072717+00
cdd8b572-dce9-4890-a98f-741a91937e2d;64320456-bcaa-4276-b9ef-b8c63c032351;0;66382.07;2026-04-21 12:54:23.610582+00;2026-05-21 14:11:25.95436+00
0661bdc5-4ef3-47ff-be22-21602230d256;d98c987b-4956-4639-8d73-e25d53543dfb;1;21446.52;2026-04-21 13:15:47.17854+00;2026-05-21 14:15:10.966403+00
92c039d9-ed3d-49d3-8fb7-86f8c32de3e8;950a5c11-3bad-43c2-ab68-11ba555e18b5;1;51722.11;2026-04-21 16:36:31.964532+00;2026-05-09 11:09:00.114518+00
c756315d-4223-4e61-8386-be486021ed3c;1301d374-1e7d-4016-888d-2ace6e7ec9dd;0;39000.00;2026-02-12 15:46:30.952662+00;2026-05-12 09:54:46.053999+00
27fa3feb-1da4-40e8-b76a-a3e4b508aebd;9cc168c6-013b-40b8-8df9-376cc6a28367;0;15000;2026-02-12 15:32:30.233799+00;2026-05-13 15:09:14.682849+00
63a1659c-477f-493d-83d3-e9f554bdbb5d;2212b959-cb8a-433a-a9eb-cf9bf066739a;3;2068.88;2026-04-21 15:06:22.68837+00;2026-05-17 11:30:00.019428+00
ac44331b-48a6-4989-b2e9-3119940554f8;a91f9678-b674-4862-9202-d30b751491fd;1;180000.00;2026-02-16 10:01:37.133934+00;2026-04-08 15:50:19.056794+00
d7d30f80-376e-4f76-87c4-33f66fadb025;20f52571-12c6-4ae8-8f65-16d2b79fab5c;1;15547.94;2026-03-17 09:40:41.823693+00;2026-04-08 15:50:19.056794+00
3d6ca4af-ce83-4606-b471-4488ecaa4be9;d66d2064-0d96-419c-b8e7-f80831368a9a;0;5000;2026-01-29 09:03:23.677375+00;2026-04-09 10:36:02.467721+00
49e986de-4a4e-4720-9a0b-cdacbc6250fa;2a70d1f9-7f89-47c9-8fb5-534271a98eaa;2;85079.7;2026-05-18 09:09:40.174191+00;2026-05-18 09:09:40.174191+00
80526e3e-9678-45be-b436-bf708c97eeb5;a605ee72-5d0e-47d4-b70a-fa06cf8d2d96;2;77635.22;2026-05-18 09:10:21.275021+00;2026-05-18 09:10:21.275021+00
a4113512-b85a-4b1c-91cd-38c68c10a9c5;77e23a67-4f4c-4793-a8bb-327ccd6df4b2;2;7263.34;2026-03-30 12:00:08.518814+00;2026-04-09 15:31:41.214093+00
2f764a44-7da3-4c0d-8e93-90002cad0a0c;668be9f4-b3bf-47b4-b290-c9a39f21b519;0;57009.10;2026-01-29 15:04:01.832747+00;2026-04-09 15:31:41.518123+00
bf32e690-41ce-4100-a8f0-5957dde55a04;beb31d24-a69d-431b-af9a-6337b9be3842;0;11861.29;2026-04-07 16:02:55.493724+00;2026-04-09 15:31:45.828833+00
75f83edb-a0a0-4f60-afb6-f3c5639727fc;ee04fd6e-e0fc-4532-bea2-2243129e3e4c;0;19000.00;2026-04-07 14:34:44.558601+00;2026-04-09 15:31:46.117643+00
3a1c7597-ae8a-4880-b660-d261f7aeb40d;265103de-f785-432d-afb0-4d02e15dbea0;2;47857.33;2026-05-19 08:24:26.738639+00;2026-05-19 08:24:26.738639+00
24806f56-cb8a-4fef-a515-287d18ae7dbf;c9150d95-06f5-41d5-85bb-8f404a6b2b7a;1;75746.23;2026-02-16 08:45:34.900906+00;2026-04-16 08:41:22.13146+00
4b873286-adfd-48f8-8a1e-617d070e4884;0dacc5c5-77b3-4e04-b01d-fb7adb41ffeb;0;27500.00;2026-04-07 15:43:55.128766+00;2026-04-20 08:18:27.350845+00
90a48216-e41d-4cc5-828b-833745630c61;3ab861db-da7c-45d9-8759-c6a29ff2a7c0;6;30841.39;2026-05-19 08:44:07.929094+00;2026-05-19 08:44:07.929094+00
22ad6e57-8001-4e5c-b405-fa7c8ce2613f;b3fb032b-dfe1-4a95-b22a-8a19860a8b81;3;3722.24;2026-05-19 16:03:08.089456+00;2026-05-19 16:03:08.089456+00
7917f126-0452-456a-b083-ea9a7a26c027;e7a9fd6c-0518-4c73-a449-e2fcdf428bd7;12;27574.09;2026-04-21 13:16:43.378877+00;2026-04-23 08:24:41.126352+00
9085a787-3cdc-4db1-abe0-50353ecce9d7;96e0af13-24ee-4d30-b471-e00b224ae493;2;26552.83;2026-04-21 14:54:47.240836+00;2026-04-23 08:28:05.156644+00
5351de40-7d88-43d6-b367-ef52e1de1f9c;e3d6682f-7455-4043-b891-596bc3fdc7e1;0;34833.33;2026-04-07 13:37:20.820225+00;2026-05-11 11:40:20.469414+00
1b7b0ed3-4dc6-43d1-8057-08ec94e46664;37379f7a-deb9-4e36-bb69-0fa04d52bdd9;3;25929.79;2026-02-12 16:20:00.406811+00;2026-05-12 09:54:45.788909+00
67a820a0-cc75-43a6-927a-2e0477e3f6d4;2a06cc07-99cf-4eee-880a-0fcac531e550;3;118960.86;2026-04-21 15:22:13.129012+00;2026-04-23 08:36:22.67231+00
e9562498-2410-498d-93dc-b5ddfd2f7e32;c8f2c08c-e738-473b-9d6f-c852e1992b38;0;7260.34;2026-02-16 08:38:49.630718+00;2026-04-23 16:06:11.66004+00
2c8acb0b-37c5-480c-9fe4-89c345299f0d;fde511bf-b43e-49e0-81fb-67f23b3f933a;2;98573.86;2026-03-30 11:16:20.136458+00;2026-04-27 11:13:10.898021+00
9e11e031-cec2-413e-81f7-2cedadc0a060;333e2d39-13fe-40f0-a287-712c7ccb8b6c;1;29000.00;2026-04-07 16:28:03.615078+00;2026-04-27 11:24:09.98033+00
428ce1cc-6165-4e6f-b407-68b59e2b8373;a5f07e3b-d82d-4c3f-b3aa-24f9495a2575;0;15000.00;2026-04-07 16:30:13.89702+00;2026-04-27 11:24:10.953838+00
ace5055d-775d-4c0a-b86d-7476d596da69;a605ee72-5d0e-47d4-b70a-fa06cf8d2d96;0;64500.00;2026-04-07 15:40:11.579296+00;2026-04-27 12:53:00.747691+00
8d5f325c-d29a-4b02-a21f-32521c26e714;3ab861db-da7c-45d9-8759-c6a29ff2a7c0;0;36000.00;2026-01-27 13:09:01.851133+00;2026-04-29 14:05:37.332504+00
22cd9e3e-3c40-4015-9386-b8ea46572bba;7c5dd3ba-4649-4d4c-9b59-eba8dafd2208;0;9500.00;2026-01-29 08:52:50.537164+00;2026-05-07 13:32:35.801332+00
f3cdb2b0-6ac3-475c-8a85-57bfcad799cd;ca9ed6f5-9b91-4ec4-805e-8fb325c7c00f;11;6723.87;2026-04-21 13:34:43.599144+00;2026-05-07 14:03:03.722532+00
fb9acb84-7096-4980-89aa-2a6cc70f3f39;2db936ca-8ae4-4e05-8ad0-cd1b2a83124b;6;11233.89;2026-04-21 15:02:11.430591+00;2026-05-13 15:09:13.282659+00
e816f639-33a0-42b2-80f7-830f67dbffb1;9624911e-b76d-4234-ab4c-675f64013f75;1;59144.32;2026-03-30 11:25:47.260999+00;2026-04-08 15:50:19.056794+00
ef61a5dd-787f-41ea-9730-34687a5cdd69;fab50b0e-b55a-483e-85a5-3c35f42670e4;3;48768.12;2026-03-30 11:57:40.396016+00;2026-04-08 15:50:19.056794+00
fc0070dc-263b-4698-8126-36ee950b0205;88f46bc8-6419-49db-ad32-f93ffe8b5632;3;25861.06;2026-04-23 08:44:04.528158+00;2026-05-13 17:02:57.79555+00
565fab36-74ce-4675-9811-612734926b43;2a877498-815d-4d25-8edc-1ad817369973;47;2073.82;2026-05-21 13:05:39.873019+00;2026-05-21 14:07:29.128384+00
7e393be0-f173-49df-b778-218fe635adac;4c606062-d69c-4775-bd75-dc311e84e89f;0;18000.00;2026-01-27 13:09:01.851133+00;2026-04-08 15:50:19.056794+00
5ba419b7-6d2a-47ac-a1ea-4791f9124eaf;ee04fd6e-e0fc-4532-bea2-2243129e3e4c;0;19000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
eceb8906-002c-4612-95ae-1f0622f526ac;ae6028a6-cbaa-4c71-8c78-7807ca0f9acb;0;37000.00;2026-01-26 13:48:37.595232+00;2026-04-08 15:50:19.056794+00
ebacc68d-0a7a-4a5c-a9b5-424a7fbd12e9;700e25ed-2474-485b-936d-c0eb40a79a6a;4;33152.11;2026-01-27 13:09:01.851133+00;2026-04-08 15:50:19.056794+00
a2ae9f2c-b683-46b2-81dd-c7721a7adf13;e3d6682f-7455-4043-b891-596bc3fdc7e1;0;33000.00;2026-01-27 13:09:01.851133+00;2026-04-08 15:50:19.056794+00
eac58b35-e08a-4ed8-be3f-671967dbd9d8;668be9f4-b3bf-47b4-b290-c9a39f21b519;0;33000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
15316a21-fa97-4167-96e7-56bfbd2dec0e;fc973660-f02b-4fed-9a78-df73df2f9f3c;8;2750.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
e75eedea-6061-4e09-a831-afbf27096289;c271ed01-34cf-4b76-8332-fefd7a45a478;0;4000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
55b557da-0c2b-43dd-a74b-ea2946382eec;08e94386-84fa-4f6a-9c13-9a65dd985187;3;57009.10;2026-02-12 16:16:18.332875+00;2026-04-08 15:50:19.056794+00
6b666e3b-d1c4-4534-ae5c-bc114c9ab888;d608ee57-8889-4a35-865e-fec3b166829e;0;10000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
d32a46a8-7643-4470-8ee0-3667a564097a;596054f5-6b48-4951-ab51-12e81d2efc63;0;317.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
e9711710-6692-4579-98b1-8864cb7c80a3;6ac54497-bd1e-4fe6-b122-f99ade2a284d;0;2000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
62997442-d8f7-41bd-8e32-fab700f91770;5cd2731c-ac43-4493-b726-9e87c3ef361a;0;2500.00;2026-01-27 13:09:01.851133+00;2026-04-08 15:50:19.056794+00
e20bcd8e-0883-4bcb-8692-3e6c7e9a1d1b;6da261a4-a0a3-4da6-b3a4-45c53e48d0db;6;23733.20;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
108afdde-48bc-485e-ba77-dc1b9a705a97;ee6d0d7a-c57f-4fc3-aee9-6f9220a2c2f1;2;29053.35;2026-03-30 12:06:51.045816+00;2026-04-08 15:50:19.056794+00
ce373973-7022-4814-ac31-b63635b103ab;e6145e08-3c8d-4c0a-8108-5af6d73b3810;3;31128.59;2026-03-30 12:09:28.323602+00;2026-04-08 15:50:19.056794+00
d3638b01-3c6d-4951-9e2a-68eda053e398;596054f5-6b48-4951-ab51-12e81d2efc63;0;300.00;2026-03-06 17:01:22.478395+00;2026-04-08 15:50:19.056794+00
0df5351d-8da6-4491-a721-8fd0a11b309e;e3d6682f-7455-4043-b891-596bc3fdc7e1;0;34833.33;2026-04-07 13:34:59.807652+00;2026-04-08 15:50:19.056794+00
aa209166-9e7f-4afe-9fdc-815bda7f5656;a774fef2-cd36-41a2-88ed-d98812433e7c;20;9039.72;2026-05-19 15:40:44.79991+00;2026-05-21 14:07:33.350011+00
0a21f5c0-bd8e-4a58-b3ab-2f47d431b2bd;5cd2731c-ac43-4493-b726-9e87c3ef361a;1;2500.00;2026-04-07 14:23:16.882424+00;2026-04-08 15:50:19.056794+00
370491f0-3cdc-4dd1-afc0-63acde2c7049;6cd133de-c5b9-4d40-8ff3-101855e3242d;1;15000;2026-05-12 10:43:35.821+00;2026-05-17 19:37:52.244803+00
7df2fff6-2d41-466d-b773-cf1788220834;e7a9fd6c-0518-4c73-a449-e2fcdf428bd7;1;28015.73;2026-03-30 11:52:19.263017+00;2026-05-21 14:09:33.839913+00
ff626cb2-78a2-490f-8892-4894f53a93f9;a605ee72-5d0e-47d4-b70a-fa06cf8d2d96;0;64500.00;2026-04-07 15:39:03.020339+00;2026-04-08 15:50:19.056794+00
88e79074-e530-4f5c-9cbf-27e3ebc8adc4;c8f2c08c-e738-473b-9d6f-c852e1992b38;8;8000.00;2026-04-01 14:36:46.922103+00;2026-04-08 15:50:19.056794+00
4d7dae71-eaf6-4781-96da-5a9ad90aff7c;c8f2c08c-e738-473b-9d6f-c852e1992b38;0;7260.34;2026-04-01 14:47:02.539784+00;2026-04-08 15:50:19.056794+00
75cf26a9-ea07-4324-9620-fed127ae01d6;ad32f4e9-e48f-44bb-a3de-44c2a33a3ec9;4;67042.09;2026-04-07 17:03:20.780634+00;2026-04-08 15:50:19.056794+00
437412b0-7d8a-477c-91d8-60b0b37d1873;d909b3c8-be3f-4791-a8e3-0aa8666235b8;1;120000.00;2026-02-16 09:01:08.220815+00;2026-04-08 15:50:19.056794+00
df4b7edb-678b-46cd-a2f4-5231804fc397;64320456-bcaa-4276-b9ef-b8c63c032351;6;69127.25;2026-05-18 12:50:49.301296+00;2026-05-18 12:50:49.301296+00
4282745b-2e52-45cb-9729-ee567cc4bff9;2fcd98e6-b752-423d-8521-39809a598c14;1;115000.00;2026-02-12 15:56:27.249279+00;2026-04-08 15:50:19.056794+00
ce3eab23-aa42-4ca3-8ba9-9f7b3b95de73;bc036136-5fa1-4408-a699-7b59d3e3a136;4;7000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
9029f26a-f347-4c66-a7b3-3d177cde7307;9bf8f7b0-7501-45b0-941a-fbc59f76bb06;4;12458.56;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
39bbac57-27d7-4ba2-963f-f6c89fe934d3;9e47c49c-1777-48ca-96cf-cd9f3f50929b;0;21000.00;2026-02-12 11:53:54.719023+00;2026-04-08 15:50:19.056794+00
dabbf8f6-e0e2-49c6-97d1-417991ea18bc;ca49e205-e000-4537-b05e-01950c6c7bc9;2;21000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
596cc394-4d22-49d9-b6ec-74a03cbfea58;b0f3abd2-2880-4004-8941-cd6cb1f2046c;2;17000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
0f6667cc-d192-4335-b970-175baf2921a6;28632687-43a6-4e4e-80ae-0aeea348aaf4;0;55000.00;2026-02-12 12:02:23.124876+00;2026-04-08 15:50:19.056794+00
19deccd4-c1c6-4152-8f2a-a1aeb6fe3a1d;ca9ed6f5-9b91-4ec4-805e-8fb325c7c00f;0;6500.00;2026-02-12 12:10:12.492666+00;2026-04-08 15:50:19.056794+00
859e308d-482a-4cc1-83f3-7b3216df1586;2f06ae1b-e506-4e56-b92a-ca3bac9c1b00;1;22500.00;2026-02-12 14:17:24.561347+00;2026-04-08 15:50:19.056794+00
a5239771-60ed-4f61-8638-d1c9f47aaded;a0ac3569-55e8-48a6-bd51-d84c4cad53fe;0;110000.00;2026-02-12 16:07:04.816595+00;2026-04-08 15:50:19.056794+00
2af212b8-228a-43d1-9351-b0844b128501;64219372-2dec-4227-a776-90c9673ea9c8;1;17000.00;2026-02-16 08:29:26.325863+00;2026-04-08 15:50:19.056794+00
dc568552-b48f-4417-bce9-a7a99ab074a7;47eeffce-1c34-464a-955b-332d9c3b6afe;0;45000.00;2026-02-16 08:53:38.154755+00;2026-04-08 15:50:19.056794+00
6e9f929e-d446-43c2-98fe-71dc8dfc7de2;6819dc40-ca7f-4d5c-9543-71ed1d454b5b;0;110000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
dda271be-cf88-4ca6-9b52-ce4bbb5d322e;88f46bc8-6419-49db-ad32-f93ffe8b5632;0;25000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
c85489c2-bf06-41f9-a9c5-95dbba3c8a06;80c8a24b-8d5b-45cc-846e-2501f2cbfd56;1;21781.03;2026-02-12 11:57:52.402805+00;2026-04-08 15:50:19.056794+00
202b3801-276a-4725-9f2d-c5a0d99bdcd1;10a68982-b823-463b-96b2-2c058cdaab46;1;7800.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
adb82fbf-3f6e-4874-9d0b-63bb77e1f9be;83fb2565-eab2-4e1e-8023-088ba80e2053;1;17620.99;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
080cb751-22f5-4aed-b9ea-ca4a18f8c3dc;145288de-404a-4ddd-a417-fe27fa225190;3;8292.23;2026-02-12 12:04:56.309569+00;2026-04-08 15:50:19.056794+00
7bd11ec2-6980-4996-b010-380d249ce822;51018d12-7f8e-4399-bbcb-9fa29f6bec09;0;62000.00;2026-01-27 13:09:01.851133+00;2026-04-08 15:50:19.056794+00
6aa20a6d-46fc-4aed-a51c-e613051cdd17;95b0a944-9ab9-48ac-86b1-9b486d774e42;7;17113.66;2026-02-16 09:47:22.405958+00;2026-05-21 14:04:53.786421+00
b24f46c8-a128-4c87-8ff9-b64b72b00678;07672864-ed5e-4adf-bd41-63e5dd585579;2;150454.84;2026-01-27 13:09:01.851133+00;2026-04-08 15:50:19.056794+00
b905e88a-6783-4f41-b4bf-116a34b7f296;c1a960af-0878-4f02-94c0-d3cd48c0e454;0;7500.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
8ef92393-c848-4eae-bd04-a4b8cb53e546;e40b9215-46e1-4f5f-9f34-6c581f651be0;0;9000.00;2026-01-29 08:52:50.537164+00;2026-04-08 15:50:19.056794+00
66d59c65-0f8b-450a-83f9-7231b0c57eb9;a0f97c38-2694-40a0-b04b-01b85f6c2070;2;2000.00;2026-02-12 15:27:13.179499+00;2026-04-08 15:50:19.056794+00
af835758-3faf-44e0-911e-0168225ce670;19c8ed3b-db2d-453d-a07f-13242afdb230;1;4500.00;2026-03-17 09:51:58.265006+00;2026-04-08 15:50:19.056794+00
4610111b-942f-44ac-b028-b6c4f48078ca;a6690595-fede-46a4-81ac-0c29bf9831e3;0;0.00;2026-03-07 16:54:43.059916+00;2026-04-08 15:50:19.056794+00
160fb43e-b463-400c-9b10-ca1f36fa6d70;3a3a93f0-c42b-42f5-b34a-bfdeb3d01560;1;6000.00;2026-03-17 09:53:41.917337+00;2026-04-08 15:50:19.056794+00
c84ef75d-c3e8-4f0f-ab95-e939d184837e;2ed7e4e1-e7bd-446a-b5f7-102e4549c3c2;1;98470.26;2026-03-09 09:42:35.363732+00;2026-04-08 15:50:19.056794+00
38894900-80f9-4327-81f7-b1aa719c821b;c6bce0d1-b287-4ae8-bb31-e56aff0c20da;1;10751.58;2026-03-17 09:57:29.583706+00;2026-04-08 15:50:19.056794+00
42035f02-496a-4d6b-aedd-e7f9c936a02a;0a421a0a-97f3-4ecc-a2dc-33dcc3fa2fb0;2;49753.40;2026-03-17 10:09:47.15487+00;2026-04-08 15:50:19.056794+00
873767d8-139a-4a92-bd28-318f7b2fc22d;6447d45d-58c6-49d3-8dd1-4ed2aa1db2ff;2;10365.29;2026-03-18 13:07:41.749623+00;2026-04-08 15:50:19.056794+00
22f9db1d-a744-4419-bda9-88580e0e3e30;a5f07e3b-d82d-4c3f-b3aa-24f9495a2575;0;15000.00;2026-02-16 09:52:05.405633+00;2026-04-08 15:50:19.056794+00
da6f82db-820f-42c1-a1da-649b61d04982;36cde9b3-c0fa-44aa-8c0c-85ffe41222b5;1;139931.43;2026-03-18 13:35:03.995533+00;2026-04-08 15:50:19.056794+00
02688da2-35f2-4e18-8c7a-41ea334ec359;bb41b5f3-2d95-4218-9596-991ea7636e83;2;18657.52;2026-03-18 13:55:13.483441+00;2026-04-08 15:50:19.056794+00
