id;name;description;price;original_price;category;collection;stock;status;images;rating;reviews_count;variations;created_at;updated_at;specifications;cost_price
c72d919d-5563-4f75-9e78-b1779fb7eac3;3in1 set tray Gold and silver;Stylish and versatile 3 tray set perfect for serving, organizing, or decorating. Made from durable, eco-friendly, these trays are ideal for snacks, drinks, and everyday use.;40000;;Utensils;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773844360512-srhlb7hx5m.jpeg"",""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773844370910-2uqhpqamt5u.jpeg""]";0;0;;2026-01-27 12:28:54.240084+00;2026-04-09 15:31:43.881748+00;;25913.23
5cd2731c-ac43-4493-b726-9e87c3ef361a;Cookware Cleaner;Gentle yet effective cleaner specially formulated to remove grease, stains, and burnt residue from pots, pans, and cookware. Safe on all surfaces, it restores shine while protecting your cookware, making it ideal for everyday kitchen use.;4500;;Utensils;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769519283137-98wkdis2kv.jpeg""]";0;0;;2026-01-27 13:08:11.473537+00;2026-04-07 14:23:28.012132+00;;2500
e1386556-10dd-4fad-bf76-996a1981bf02;34cm Wok Pan;Versatile wok pan. Features a durable non-stick surface and fast thermal conduction for even, quick cooking. Perfect for stir-frying, sautéing, and preparing a variety of delicious meals with ease.;30000;;Cookware;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1776787948907-rp81n7yo56m.jpeg""]";0;0;;2026-01-28 08:56:17.629422+00;2026-05-13 17:04:09.652518+00;;18881.84
affbd714-e9c5-4090-adfc-154cfca159d4;Granite Frypan 28cm;Granite Frypan 28cm;25000;;Cookware;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1776772555331-22xbp82af5ni.jpeg""]";0;0;;2026-04-21 11:55:59.875601+00;2026-04-21 11:59:31.766882+00;;16000
3e75cc5f-fb56-43a9-ba53-da018599d5dd;3.6L Dispenser Bucket with 4 Cups;"This 3.6-litre dispenser comes with 4 matching cups, making it perfect for juice, water, or other beverages.
";35000;;Storage;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769589281974-tzwojnzhqca.jpeg""]";0;0;;2026-01-28 08:35:27.604894+00;2026-04-09 15:31:46.763745+00;;26000
0e1644f1-a4ec-434c-950d-46a6d90923c4;Wireless Vacuum Cleaner;Enjoy stress-free cleaning with this powerful cordless vacuum cleaner. Designed for convenience and flexibility, it allows easy movement without cables while delivering efficient suction for floors, carpets, and hard-to-reach areas. Lightweight, rechargeable, and perfect for quick daily cleaning.;30000;;Appliances;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1776788822254-lyfzcq2ci4.jpeg""]";0;0;;2026-01-28 08:21:07.791424+00;2026-04-21 16:27:06.982436+00;;15000
83fb2565-eab2-4e1e-8023-088ba80e2053;Feenik Vacuum Jug Set (& 1.0L);Keep your drinks hot or cold for hours with this convenient vacuum jug set. Perfect for tea, coffee, or water at home, office, or outdoor use. Durable & leak-proof,;28000;;Storage;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773837828601-yvkq6thzylh.jpeg""]";0;0;;2026-01-28 08:11:07.319088+00;2026-04-07 17:21:15.771889+00;;17620.99
21fa53be-9301-4578-bc87-aee339a306b5;1.9L Food Flask;Keep your meals hot or cold on the go with this spacious 1.8-litre food flask.;25000;;Storage;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1775663580699-7rmm935tqs6.jpeg""]";0;0;;2026-01-28 08:46:46.527512+00;2026-04-23 16:06:12.33562+00;"[{""key"":""Capacity"",""value"":""1.9L""}]";15000
9bf8f7b0-7501-45b0-941a-fbc59f76bb06;Fancy Storage Container;Stylish and practical container for keeping your kitchen or pantry organized. Ideal for storing dry foods, snacks, or household items, it’s durable, easy to clean, and adds a touch of elegance to any space.;18000;;Storage;General;4;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773660494213-4sb9o04etjw.jpeg"",""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1775733787679-skvynpmlmnc.jpeg""]";0;0;;2026-01-28 08:51:58.715207+00;2026-04-09 11:23:11.600365+00;;12458.56
7c5dd3ba-4649-4d4c-9b59-eba8dafd2208;3 in 1 Transparent Trays;Elegant 3-piece tray set. Made of durable transparent material and accented with classy gold rims.;20000;;Storage;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769589044200-8xn9n2kgut6.jpeg""]";0;0;;2026-01-28 08:30:51.946772+00;2026-05-07 13:32:35.801332+00;;9500
ee039cce-5479-4e27-9133-feded8f5810d;20L Hisense Microwave;– Cook, reheat, and defrost with ease using this 20-litre Hisense microwave. Compact yet powerful, it delivers even heating and quick results.;85000;;Appliances;General;4;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769588674955-omj226pny.jpeg""]";0;0;;2026-01-28 08:24:44.919955+00;2026-05-21 13:11:51.77205+00;;77821.47
bf2050e5-c9b0-4371-a2b8-5249309e0247;2L Boscon Electric Jug;Fast and convenient electric jug with a 2-litre capacity, perfect for boiling water quickly. Ideal for tea, coffee, and everyday hot water needs at home or in the office. Durable, easy to use, and energy-efficient.;15000;;Appliances;General;16;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769591182749-m11e9rw92q.jpeg""]";0;0;;2026-01-28 09:06:34.955853+00;2026-05-11 11:36:11.464875+00;;6741.75
596054f5-6b48-4951-ab51-12e81d2efc63;Big Foam Sponge;"Soft, durable, and gentle on non-stick cookware. Perfect for cleaning dishes, surfaces, and kitchen utensils without scratching. Absorbent and long-lasting, making daily cleaning easy and safe for all your kitchen items.
";500;;Cookware;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769519501541-z0givpv9fr.jpeg""]";5;1;;2026-01-27 13:11:49.569439+00;2026-04-23 09:13:24.703047+00;;317
31f7a685-f7ef-44e7-a45b-336c4be92bea;1L Vaccum BottleKeep;Keep your drinks hot or cold for hours with this sleek 1-litre vacuum bottle. Perfect for travel, office, or outdoor use, it’s durable, leak-proof, and designed for convenient on-the-go hydration.;10000;;Storage;General;8;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769589594855-ka0we70cva.jpeg""]";0;0;;2026-01-28 08:40:29.126091+00;2026-04-23 16:06:11.435597+00;"[{""key"":""Capacity"",""value"":""1.l""}]";5000
b90b00ab-cf16-442d-9f6e-cf11a9b18931;Kenwood Glass Top Table Gas Cooker;Stylish and durable tempered glass table top cooker. Features fast, even heating and a sleek design that fits any kitchen;45000;;Appliances;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769595408317-g3tl95o4455.jpeg""]";0;0;;2026-01-28 10:16:55.758532+00;2026-04-27 12:53:02.040435+00;;28000
00bd2057-060c-4a36-aa0e-6a2645549a3a;3pcs round dish serving set;Eleegant 3-piece round dish set that adds a touch of sophistication to your table while being durable and practical for daily use.;75000;;Storage;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769594359555-v10bg04hk7r.jpeg""]";0;0;;2026-01-28 09:59:27.228154+00;2026-01-28 09:59:27.228154+00;;50000
5032802d-7d0f-4bbe-8ab6-9a73f36d8e68;Silicone Air Fryer Liner;"A reusable, heat-resistant liner designed to fit 6.5L air fryers perfectly. Prevents food from sticking, reduces oil mess, and makes cleaning easy. Durable and food-safe.
";5000;;Bakeware;General;5;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769593850975-js9evtzdc3.jpeg""]";0;0;;2026-01-28 09:50:57.917012+00;2026-04-29 08:54:56.616316+00;;2700
d7516988-ca63-4a17-9967-fb1466e91183;43pcs G and L stainless steel pot;43pcs stainless steel pot;170000;;Cookware;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1776785986539-tfifdukrwzc.jpeg""]";0;0;;2026-04-21 15:27:47.1772+00;2026-05-11 11:37:30.280825+00;;139649.70
c1a960af-0878-4f02-94c0-d3cd48c0e454;Minoti Electric Jug;A stylish and efficient electric jug designed for quick boiling. Comes in a beautiful blue colour that adds a modern touch to your kitchen.;15000;;Appliances;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769591584792-k40wllmnre.jpeg""]";0;0;;2026-01-28 09:14:37.216757+00;2026-04-08 10:50:57.768723+00;"[{""key"":""Capacity"",""value"":""2.0l""}]";7500
ca9ed6f5-9b91-4ec4-805e-8fb325c7c00f;Veggie Cutter;This 16-Piece Veggie Cutter Set makes food prep fast and effortless. Comes with multiple interchangeable blades for slicing, dicing, grating, and chopping different vegetables and fruits. Durable, easy to use, and perfect for saving time in the kitchen.;10000;;Cookware;General;11;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1770898183718-49xf1peab0y.jpeg"",""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773662013827-i9sxzhddumb.jpeg""]";0;0;;2026-02-12 12:10:12.206938+00;2026-05-07 14:03:03.722532+00;;6723.87
6819dc40-ca7f-4d5c-9543-71ed1d454b5b;9pcs Alfa Korkmaz Stainless Pots;9pcs Alfa Korkmaz Stainless Pot Set is a premium-quality stainless steel cookware designed for durability and efficient cooking. Ideal for preparing a wide range of meals while adding a sleek look to your kitchen.;130000;;Cookware;General;2;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769592637248-vcq1uxkswf8.jpeg""]";0;0;;2026-01-28 09:30:47.863473+00;2026-05-19 09:08:37.202337+00;;101032.14
553f9c8d-f78a-4e9e-ad19-bdbb7a4b19f8;24pcs cutlery set;24-piece gold cutlery set. Crafted from high-quality stainless steel and coated in a luxurious gold finish, it combines elegance, durability, and modern aesthetics.;25000;;Utensils;General;22;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769593611057-ew5wi1cysdu.jpeg""]";0;0;;2026-01-28 09:47:05.545409+00;2026-05-21 13:18:04.759739+00;;16601.91
cca22f9a-d02a-4012-8aea-cedf2105d87d;5 Layers Food Dehydrator;Food dehydrator;60000;;Storage;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1775662911028-87kfnr6tyo.jpeg""]";0;0;;2026-01-28 10:24:23.774022+00;2026-04-08 15:41:59.703902+00;;46000
ca49e205-e000-4537-b05e-01950c6c7bc9;Kenwood Stainless Top Table Gas Cooker;Durable stainless steel table gas cooker. Compact, reliable, and perfect for everyday home or small kitchen use.;40000;;Cookware;General;2;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769594842572-drqngck9vqc.jpeg""]";0;0;;2026-01-28 10:08:20.441979+00;2026-04-07 15:45:57.991007+00;;21000
cb77dcf4-84f9-451f-884f-96048fa031c4;10pcs Cereal Storage Container Set;Keeps your cereals and dry foods fresh and neatly organized. This set includes 5 storage containers and 5 covers, designed for easy storage and airtight sealing. Durable, space-saving, and perfect for maintaining a tidy, organized kitchen.;10000;;Storage;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769592024640-jf91196amk.jpeg""]";0;0;;2026-01-28 09:21:36.954558+00;2026-05-11 09:18:31.396516+00;;6000
f0e3db1e-2159-4bad-b3a7-380060897a43;Bamboo Chopping Board;Bamboo Chopping Board;8000;;Utensils;General;12;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1779178823074-oct437cei3.jpeg""]";0;0;;2026-05-18 09:08:00.374289+00;2026-05-19 08:20:27.213937+00;;4041.29
265103de-f785-432d-afb0-4d02e15dbea0;5l Layers Storage Rack;5l Layers Storage Rack;55000;;Storage;General;2;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1779179001880-3uiunr1otne.jpeg""]";0;0;;2026-05-19 08:24:26.430406+00;2026-05-19 08:24:26.738639+00;;47857.33
4c606062-d69c-4775-bd75-dc311e84e89f;18-Jar Rotating Spice Rack;"Keep your spices organized and easily accessible with this rotating spice rack. Comes with 18 jars for storing a variety of herbs and seasonings. Space-saving, practical, and perfect for any kitchen setup.
";25000;;Storage;General;3;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769517152132-m4t3j4doa.jpeg"",""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769517162554-v9gl1k4sss.jpeg""]";0;0;;2026-01-27 12:33:08.983288+00;2026-05-18 09:01:51.987082+00;;14888.95
80c8a15c-d7e4-4395-b2c0-d50db9e0adc5;Dish Drainer;Dish Drainer;30000;;Cookware;General;6;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1779180882810-whc2xvzjmn7.jpeg""]";0;0;;2026-05-19 08:54:54.086812+00;2026-05-19 08:54:54.707842+00;;22333.42
6da261a4-a0a3-4da6-b3a4-45c53e48d0db;6L Pyramid Electric Kettle;A large-capacity electric kettle designed for fast and convenient boiling.;35000;;Appliances;General;6;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769610568728-s7082hzaqdm.jpeg""]";0;0;;2026-01-28 14:30:11.509468+00;2026-03-16 13:06:11.88702+00;"[{""key"":""Capacity"",""value"":""6l""}]";23733.2
ee04fd6e-e0fc-4532-bea2-2243129e3e4c;7-Piece Kettle & Cup Set;Elegant and durable glassware set, perfect for serving tea or hot beverages. Made with high borosilicate and soda-lime glass for heat resistance and long-lasting use.;30000;;Storage;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1775663056109-dyjgiohdd7s.jpeg""]";0;0;;2026-01-28 08:16:37.988346+00;2026-04-09 15:31:46.117643+00;;19000
700e25ed-2474-485b-936d-c0eb40a79a6a;Mama Home Infrared Electric Cooker;"Cook faster and safer with this efficient infrared electric cooker. Provides even heat distribution, quick cooking, and easy temperature control. Ideal for homes, hostels, and small kitchens, with a sleek design that’s easy to clean and maintain.
";50000;;Appliances;General;4;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1776788239242-73nys2gz9tm.jpeg""]";0;0;;2026-01-27 12:45:27.0305+00;2026-04-21 16:17:24.17864+00;;33152.11
633b4b61-6aef-408d-996e-a58058b431a0;24pcs Storage Container;24pcs Storage Container;55000;;Storage;General;3;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1779108821823-uc78v7ryabp.jpeg""]";0;0;;2026-05-18 12:53:47.786995+00;2026-05-18 12:53:48.223338+00;;47857.33
b0f3abd2-2880-4004-8941-cd6cb1f2046c;Boscon Table Gas Cooker;A compact and efficient table gas cooker designed for fast and reliable cooking. Durable, space-saving, and ideal for everyday meals.;30000;;Appliances;General;2;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769596549377-zj8dx266ywg.jpeg"",""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769596556447-b9vjh5w73yh.jpeg""]";0;0;;2026-01-28 10:36:04.49241+00;2026-04-07 15:48:17.450302+00;;17000
e40b9215-46e1-4f5f-9f34-6c581f651be0;4-Partition Portion Pan (Non-Stick Granite);For cooking multiple foods at once. This 4-partition pan features a durable granite non-stick coating for easy cooking and cleaning. Ideal for eggs, pancakes, snacks, and portion-controlled meals, with even heat distribution for great results.;15000;;Cookware;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769590817841-i5yw7p8fy2h.jpeg""]";0;0;;2026-01-28 09:00:28.65861+00;2026-04-08 10:52:51.108987+00;;9000
10a68982-b823-463b-96b2-2c058cdaab46;28cm Non-Stick Frying Pan;Perfect size for everyday frying and sautéing. Features a durable non-stick coating for easy cooking with little oil and quick cleanup. Heats evenly for consistent results;18000;;Cookware;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769597319855-xu1n3gews4b.jpeg""]";0;0;;2026-01-28 10:48:25.315241+00;2026-04-28 10:48:22.737661+00;"[{""key"":""Capacity"",""value"":""28cm""}]";7800.00
d608ee57-8889-4a35-865e-fec3b166829e;30cm Non-Stick Frying Pan;Extra-large frying pan ideal for family-sized meals. Designed with a durable non-stick coating for healthier cooking with less oil and easy cleaning. Provides even heat distribution, making it perfect for frying, sautéing, and stir-frying.;20000;;Cookware;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769597121143-wttymw74ja.jpeg""]";0;0;;2026-01-28 10:45:52.063963+00;2026-04-07 15:53:08.936179+00;"[{""key"":""Capacity"",""value"":""30cm""}]";10000
d66d2064-0d96-419c-b8e7-f80831368a9a;26cm Non-Stick Frying Pan;Perfect size for everyday frying and sautéing. Features a durable non-stick coating for easy cooking with little oil and quick cleanup. Heats evenly for consistent results;15000;;Cookware;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769597404279-byztggziw9e.jpeg""]";0;0;;2026-01-28 10:50:42.749918+00;2026-04-09 10:36:03.077802+00;"[{""key"":""Capacity"",""value"":""26cm""}]";8500
7bc6d0a0-90e3-4a5b-97a1-cb8a7a34ce7b;2in1 Kitchen Mat;2in1 Kitchen Mat;15000;;Cutlery;General;6;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1779206697581-vq0naubl1mj.jpeg""]";0;0;;2026-05-19 16:05:05.465171+00;2026-05-19 16:05:05.71409+00;;7976.22
9624911e-b76d-4234-ab4c-675f64013f75;22L pyramid electric oven;A compact, 1200W countertop appliance designed for baking, grilling, and toasting, ;80000;;Appliances;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1774869942678-k59jkhni3fk.jpeg""]";0;0;;2026-03-30 11:25:46.922513+00;2026-03-30 11:25:47.260999+00;;59144.32
145288de-404a-4ddd-a417-fe27fa225190;Table Mats;This Table Mats protect your table while adding a stylish touch to your dining space.;15000;;Cutlery;General;3;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773842523207-eg4wmt86zqh.jpeg""]";0;0;;2026-02-12 12:04:56.004504+00;2026-04-07 17:53:10.814525+00;;8292.23
6ac54497-bd1e-4fe6-b122-f99ade2a284d;Oil Spray Bottle;Easily spray oil for cooking, baking, or grilling with this handy, refillable bottle. Ensures even oil distribution for healthier meals, reduces waste, and keeps your kitchen tidy. Durable, reusable, and a must-have cooking accessory.;5000;;Storage;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769594732887-dkvvez1zgpa.jpeg""]";0;0;;2026-01-28 10:05:43.560357+00;2026-02-11 14:12:14.294308+00;;2000
2a877498-815d-4d25-8edc-1ad817369973;Wooden Spoon Set;A complete, stylish kitchen tool set that combines functionality and elegance. Includes multiple durable wooden spoons and a convenient stand for organized storage. Perfect for stirring, mixing, and serving while keeping your kitchen tidy and classy.;5000;;Utensils;General;47;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1776958338087-ubntlbm90qn.jpeg""]";0;0;;2026-02-12 14:11:15.65178+00;2026-05-21 14:07:29.128384+00;;2350
00b32f72-27b9-402a-a68b-6c9d329fe88b;3in1 Family Trays; 3-in-1 family tray set typically consists of three nested trays of different sizes (small, medium, large) designed for versatile use in serving, decorating, and organizing.;20000;;Cookware;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773738248358-or2o49klj5g.jpeg""]";0;0;;2026-03-16 11:25:34.93707+00;2026-05-21 14:11:26.305715+00;;9500
668be9f4-b3bf-47b4-b290-c9a39f21b519;Tea cups with Jugs;Serve tea in style with this beautifully designed Arabian tea cup set. Perfect for traditional tea, coffee, or special gatherings, it adds an elegant cultural touch to your serving experience. ;80000;;Cutlery;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773844614563-x08kcyjmuhk.jpeg""]";0;0;;2026-01-28 10:42:37.332345+00;2026-04-09 15:31:41.518123+00;;57009.1
fc973660-f02b-4fed-9a78-df73df2f9f3c;Mirror Mug;Combines style and functionality while making every sip feel special. Durable, eye-catching, and ideal for everyday use or gifting.;5000;;Storage;General;8;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1776787804931-imgqclpl4i.jpeg""]";0;0;;2026-01-28 10:20:41.491068+00;2026-04-21 16:10:12.514638+00;;2750
9e47c49c-1777-48ca-96cf-cd9f3f50929b;Zyre 4 Slice Sandwhich Maker;"It gives you a four slice sandwich maker
";35000;;Bakeware;General;0;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1770897131208-25t5rgptq3s.jpeg""]";0;0;;2026-02-12 11:53:53.341963+00;2026-04-08 10:38:48.994392+00;;21000
2a70d1f9-7f89-47c9-8fb5-534271a98eaa;6pcs Tornado Aluminum Pots;Original Tornado aluminium pot set for fast and even heat distribution, this set is perfect for preparing a variety of meals.;100000;;Cookware;General;2;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769026321681-bifjxfwh0th.jpeg""]";0;0;;2026-01-21 20:12:23.937695+00;2026-05-18 09:09:40.174191+00;;77250
950a5c11-3bad-43c2-ab68-11ba555e18b5;Big Aluminium pot ;A very big aluminium pot set;80000;;Appliances;General;1;active;"[""https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1776789385820-iy61ry1acdq.jpeg""]";0;0;;2026-04-21 16:36:31.435837+00;2026-05-09 11:09:00.114518+00;;51722.11
