id;order_id;product_id;product_name;product_image;quantity;price;variation;created_at;from_reservation
2d482e45-cc6b-4536-9858-8b4a5f497e97;ef7ff91c-61d8-4509-a2fa-7dcb98f9f7f0;596054f5-6b48-4951-ab51-12e81d2efc63;Big Foam Sponge;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769519501541-z0givpv9fr.jpeg;1;500;;2026-03-06 17:15:27.415295+00;false
97ef26d8-bea5-430c-9434-25406002ca95;41b70732-4dca-4957-9038-ce9f3d0ef36d;596054f5-6b48-4951-ab51-12e81d2efc63;Big Foam Sponge;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769519501541-z0givpv9fr.jpeg;1;500;;2026-03-06 17:23:35.824444+00;false
62b9c754-6bed-46aa-aa9e-d8f0905ae416;13ce9139-5bee-4aed-b780-3c979c8a0562;596054f5-6b48-4951-ab51-12e81d2efc63;Big Foam Sponge;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1769519501541-z0givpv9fr.jpeg;1;500;;2026-03-06 17:38:00.561368+00;false
e7a267c9-88eb-4c73-b426-8ec9487453fa;85e05a66-d07a-4ddc-920f-655d0d30ee9b;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 09:18:37.551293+00;false
45f8791e-f505-45bc-a0fa-8e66a4d4fa3e;5a5ace15-3b50-481c-b2dd-19b308d6fc5c;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 09:25:12.987026+00;false
f6434f75-234d-4a6a-8469-bcd3830938dd;7abeedcc-3ff5-435e-b161-eefacb452084;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 09:46:41.904109+00;false
7d763574-32a8-4357-a2ed-b7e113c35fcd;fca3f7a0-5ca5-4ec9-8a7c-21f410be0e2a;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 09:50:39.29354+00;false
be33e646-c37a-42be-90f5-5795ac625cd5;17e6fe98-fbff-4c80-b15c-9bcde5dca143;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 10:20:43.124703+00;false
3fdaebd0-2ce9-422b-8bf8-a121024b77a2;9a2f7087-1280-4fa6-a277-1662928faea3;a5f07e3b-d82d-4c3f-b3aa-24f9495a2575;2-Step Plate Rack;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1771235509972-unfuug6j6oo.jpeg;1;30000;;2026-03-07 10:21:57.95229+00;false
c3a1f278-2421-47e0-9da0-a30c645fa999;7fdec8ad-535d-4513-893a-2dce1f95021f;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 10:33:07.726646+00;false
c8a0fa01-5017-4192-ac05-5062a082a40c;4b7d69de-31ce-40d1-adc9-26402ce9ce7e;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 15:10:40.464462+00;false
f7fa8997-53d6-4bbf-9f8b-72b29f6eb50d;fc95108a-9909-4b3c-849f-a451b1c402cc;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 16:46:44.361517+00;false
e2b59bde-82ec-4693-9064-265c70e95041;9f375728-9ff5-447c-a521-3e2663a32b24;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 16:47:44.189854+00;false
8f8be335-c2b2-4fb3-82f8-c7d4bd2e9af4;88e550d3-e6b3-4383-907c-76b894b78a76;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 16:51:42.953358+00;false
1952cbc0-8715-4a07-ab95-ea19a2c4d78a;97172c9b-5bc4-4523-bcca-cdeb3823ffa1;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 16:55:32.651165+00;false
5d581495-c2f5-4bf3-be14-052d95f17ac3;2d8d087f-888d-4730-bd61-f126d84f0798;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-07 16:57:12.203282+00;false
ca74eba2-2a0d-417d-b5e9-e054b9da8c8f;a5847a9d-d808-4c85-9701-0b5fb590ad08;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-08 13:48:14.758944+00;false
94225d27-7d8b-453c-8fea-100b9941bb76;b93971e4-5409-4f1a-a4c3-1b22d7070a1e;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-08 14:51:21.691319+00;false
10aacde7-57c6-4cd6-bbaf-bd671132eace;4d55be0c-568d-4679-b9ff-4392adc777e8;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-09 11:42:21.158773+00;false
a7a2f8c9-7f90-4510-85ce-300dd746b28e;8d5ad0c1-cc15-4469-9788-592645879e3e;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-09 12:21:33.138818+00;false
a2e105a2-aa8e-432b-bf7c-20de582999ef;44cc4402-159b-412e-9168-2dd25e4e44c6;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-09 16:40:40.186302+00;false
25bfbd29-5939-4212-9bc4-04cd191a2a75;4b5c7642-da94-4e6d-8829-401e93ce597f;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-09 17:40:31.566458+00;false
9832307e-0110-499c-a991-76f22c00faba;994a7749-ffc4-4e6f-8701-78f0db1082d7;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-09 17:57:49.107296+00;false
5698b939-9c37-49af-a7fc-b9f0f0d8f118;6485a1b0-968e-40ed-adda-4d1be5494937;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;1;100;small;2026-03-09 18:03:38.915863+00;false
5ad172ef-d5d5-48f4-8bd6-4adca19e7d79;3c0aa6ff-5dd9-4813-a4ad-30afd6de4a97;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;10;100;small;2026-03-11 09:17:19.322185+00;false
784f3922-4ece-4e61-acde-313669d4374d;6d804715-8ee3-4c44-91c5-00461f751295;a6690595-fede-46a4-81ac-0c29bf9831e3;Small Foam;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1772825522773-gqx67co0ozr.jpg;3;100;small;2026-03-16 15:26:55.065315+00;false
53221b71-7d17-4956-98ab-a7117b248ebd;4cf14927-546c-4048-a1d7-e225d7740027;935a5a5f-9a57-45bf-837e-0b5d5ebfa4e2;Deep  Wok Frypan Black Small;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773838666094-jtll6jifzn.jpeg;1;25000;;2026-03-26 11:47:47.776048+00;false
63a487ad-8a88-4e9e-b284-2fd4d2834461;91b6e571-3e1f-4823-ad40-de6196279b09;5664941d-f5cc-4e85-af5d-203cffb871ed;3 in 1 serving Tray;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1773839787730-jcmvhs1pmek.jpeg;1;25000;;2026-03-29 16:25:11.723083+00;false
76d8a374-43be-4627-a26e-d7c051a80de3;1b8320be-b064-40d2-8db2-7e1f5aa2673b;a605ee72-5d0e-47d4-b70a-fa06cf8d2d96;6PCS ALUMIUM POT SET;https://uqvbzzuoxnohuhkasrdk.supabase.co/storage/v1/object/public/product-images/products/1775643513570-rk1bsl0w63r.jpeg;1;95000;;2026-04-21 09:15:23.859157+00;false
