id;order_item_id;batch_id;quantity;cost_price_at_time;created_at
c925d84d-0406-4564-b348-7af79f33fa48;e9cbcd29-1e7b-4b89-95a2-bb659bbe0747;15316a21-fa97-4167-96e7-56bfbd2dec0e;1;2750;2026-02-10 08:25:12.818227+00
b70741e5-1b86-438d-83eb-307b2a3ea9d2;e84fcdfe-2e44-4921-862d-7d6e3aea7d47;15316a21-fa97-4167-96e7-56bfbd2dec0e;1;2750;2026-02-10 08:37:37.473237+00
3c9d6b46-118f-4e17-9dd3-97d6ca6828db;68916a70-af0a-46b4-ba27-e3ca82892c25;d32a46a8-7643-4470-8ee0-3667a564097a;1;317;2026-02-10 08:40:33.306235+00
252bda9d-e1e5-471a-bc9c-0bb751973fc2;c9711333-1438-475a-82b8-e55025749dfc;15316a21-fa97-4167-96e7-56bfbd2dec0e;1;2750;2026-02-11 13:56:28.37339+00
55ad9e93-b94a-4da9-8737-5a2d4207c1bf;a641488f-3bb5-4097-bdae-d558ecb09369;d32a46a8-7643-4470-8ee0-3667a564097a;1;317;2026-02-11 14:05:46.45563+00
6d45a241-fcb5-4992-8127-f02641eef69f;b25a1c06-3f19-4aca-8684-e2f5f668f1cf;e9711710-6692-4579-98b1-8864cb7c80a3;1;2000;2026-02-11 14:12:14.294308+00
61061897-23ab-4983-ace7-01a2dcfca697;2e50bf7a-07c3-4494-a823-b4d57aea2c30;e20bcd8e-0883-4bcb-8692-3e6c7e9a1d1b;1;23733.2;2026-02-11 14:23:01.413944+00
fe8c1203-8d8b-404a-b6d4-1f19e4eb160e;f8a7043a-785f-4007-b9ab-5c13dd009a20;c756315d-4223-4e61-8386-be486021ed3c;1;39000;2026-02-15 10:06:05.490552+00
7f73e3fc-1a35-4f0e-8056-7de38eba1445;38050a28-99ff-4e58-be2f-32b255bdfd94;27fa3feb-1da4-40e8-b76a-a3e4b508aebd;1;30000;2026-02-15 10:06:05.490552+00
17470611-4052-490b-9993-11b833a795c9;34be291b-11f6-4fff-b209-dda0736f9406;e9562498-2410-498d-93dc-b5ddfd2f7e32;1;7260.34;2026-02-27 16:26:38.208858+00
5bf1998c-f49a-44c6-ab50-63d26eb97ad7;b1a38c32-1069-457a-9a36-68f4b2d4c082;62997442-d8f7-41bd-8e32-fab700f91770;1;2500;2026-02-27 16:33:56.984857+00
cf2b8ac0-14f8-4a7a-bbde-4440799b7b77;ec9b592e-516a-481c-b971-790280872770;3264c829-5387-4a0a-b429-0d5186e41dea;1;1036.53;2026-02-27 16:49:41.26916+00
ec24f877-7053-4db6-8d94-01a1b4c0bcc4;31e9cca0-746c-4238-babc-70304811c4a2;3264c829-5387-4a0a-b429-0d5186e41dea;1;1036.53;2026-03-06 14:45:44.881123+00
2bc97c69-7924-4811-939d-52ac93bc4242;f9abb8fa-ba57-48f7-b157-04e0d41a38f4;3264c829-5387-4a0a-b429-0d5186e41dea;1;1036.53;2026-03-06 14:51:53.059367+00
4b989489-41a1-4774-844f-c405f445d8ab;34757a7d-6632-4405-8384-59a4191c3727;3264c829-5387-4a0a-b429-0d5186e41dea;1;1036.53;2026-03-06 15:01:05.488853+00
e1341ba6-8208-4995-8cce-b91c3538045f;c4087987-ec43-41ac-8155-4e5b3d2ad49f;3264c829-5387-4a0a-b429-0d5186e41dea;1;1036.53;2026-03-06 15:07:24.490087+00
27a5a3b6-c255-4cee-8136-cb3c7832f4b3;2d482e45-cc6b-4536-9858-8b4a5f497e97;d3638b01-3c6d-4951-9e2a-68eda053e398;1;300;2026-03-06 17:15:27.415295+00
ba1c787d-427d-47a6-8034-9b012d9982cb;97ef26d8-bea5-430c-9434-25406002ca95;11592cd9-40d4-44e7-935d-a711a0083e3b;1;317;2026-03-06 17:23:35.824444+00
adb8cc1d-1403-43aa-acd1-4f9831cf86d4;62b9c754-6bed-46aa-aa9e-d8f0905ae416;11592cd9-40d4-44e7-935d-a711a0083e3b;1;317;2026-03-06 17:38:00.561368+00
b5ca80e8-bc33-4a1d-bc4c-f197d862cdbc;e7a267c9-88eb-4c73-b426-8ec9487453fa;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 09:18:37.551293+00
972516ac-ce0c-4cc1-9658-50de3d685504;45f8791e-f505-45bc-a0fa-8e66a4d4fa3e;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 09:25:12.987026+00
89038d2f-d537-4584-a824-4baeef30ebd2;f6434f75-234d-4a6a-8469-bcd3830938dd;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 09:46:41.904109+00
6edc9843-fbec-41d9-ac22-092ee6667cf8;7d763574-32a8-4357-a2ed-b7e113c35fcd;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 09:50:39.29354+00
bc164193-8a37-498a-8d49-2d70c6a1ffb4;be33e646-c37a-42be-90f5-5795ac625cd5;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 10:20:43.124703+00
b3a501a7-4d12-4b3f-b5c7-b06db7b80ff1;3fdaebd0-2ce9-422b-8bf8-a121024b77a2;22f9db1d-a744-4419-bda9-88580e0e3e30;1;15000;2026-03-07 10:21:57.95229+00
c83781f6-e5e2-4b60-95ff-519025df3411;c3a1f278-2421-47e0-9da0-a30c645fa999;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 10:33:07.726646+00
c3c649c6-3287-47c8-b002-5e96e80daaba;c8a0fa01-5017-4192-ac05-5062a082a40c;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 15:10:40.464462+00
60694c1e-fd1b-4426-8d41-fc138e55167a;f7fa8997-53d6-4bbf-9f8b-72b29f6eb50d;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 16:46:44.361517+00
f2ebf34c-2f47-4238-82da-910a5eca7420;e2b59bde-82ec-4693-9064-265c70e95041;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 16:47:44.189854+00
4cd32a47-981c-4d1c-86a7-70d171b73caf;8f8be335-c2b2-4fb3-82f8-c7d4bd2e9af4;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 16:51:42.953358+00
91901146-d4b5-44dc-b35f-03548ebfdbc9;1952cbc0-8715-4a07-ab95-ea19a2c4d78a;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 16:55:32.651165+00
10b950cb-2d8c-404b-b673-03cd86335ae5;5d581495-c2f5-4bf3-be14-052d95f17ac3;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-07 16:57:12.203282+00
a6ead5b8-8c02-4980-9208-887b7c525044;ca74eba2-2a0d-417d-b5e9-e054b9da8c8f;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-08 13:48:14.758944+00
539c3f8b-21b4-48a1-a736-8a733825c5d2;94225d27-7d8b-453c-8fea-100b9941bb76;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-08 14:51:21.691319+00
4e07b976-0f6c-4b81-8d89-b3db4fb5a96f;10aacde7-57c6-4cd6-bbaf-bd671132eace;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-09 11:42:21.158773+00
d0a1a5cc-0e5c-444e-acc3-524305006e4a;a7a2f8c9-7f90-4510-85ce-300dd746b28e;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-09 12:21:33.138818+00
ac712a0f-322d-4408-9781-30258ccc9f39;a2e105a2-aa8e-432b-bf7c-20de582999ef;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-09 16:40:40.186302+00
9bbce634-9374-4313-b81b-8c527d61978d;25bfbd29-5939-4212-9bc4-04cd191a2a75;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-09 17:40:31.566458+00
3872063c-b9f7-4b63-9c2d-c51953df495f;9832307e-0110-499c-a991-76f22c00faba;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-09 17:57:49.107296+00
63b08aea-5703-4624-a8cb-e4e1f227ad74;5698b939-9c37-49af-a7fc-b9f0f0d8f118;1268adb6-9bc6-44ca-8435-53ad194e2331;1;30;2026-03-09 18:03:38.915863+00
6b7a5297-3fdb-48ed-8030-02998a53c152;5ad172ef-d5d5-48f4-8bd6-4adca19e7d79;4610111b-942f-44ac-b028-b6c4f48078ca;10;30;2026-03-11 09:17:19.322185+00
33d34583-5c1a-41d1-9dd6-f7b181a78bea;784f3922-4ece-4e61-acde-313669d4374d;4610111b-942f-44ac-b028-b6c4f48078ca;3;30;2026-03-16 15:26:55.065315+00
8a485042-2593-4c85-93a4-81aadc104546;53221b71-7d17-4956-98ab-a7117b248ebd;6fd389a9-116a-4a26-a6de-647a4753b1d3;1;15547.94;2026-03-26 11:47:47.776048+00
a050fc5a-86bc-49d9-b6cf-35022dd12ac2;63a487ad-8a88-4e9e-b284-2fd4d2834461;58a07d8a-67b9-4a40-aff7-569c3a604491;1;15547.94;2026-03-29 16:25:11.723083+00
68e3aa0a-8575-4563-97cc-895994152c11;76d8a374-43be-4627-a26e-d7c051a80de3;ace5055d-775d-4c0a-b86d-7476d596da69;1;64500.00;2026-04-21 09:15:23.859157+00
